Exemption Number,Manufacturer Registration Number,Manufacturer Name,Report ID,Date of Event,Manufacturer Aware Date,Event Type,Device Problem Codes,Report Year,Report Quarter,Initial Report Flag,Device ID,Product Code,Brand Name,Model Number,Catalog Number,Implant Available for Evaluation,Implant Returned to Manufacturer
2007003,1645337,MENTOR,IP-00484361,12/3/2018,2/6/2019,IN,2993,2019,1,I,3541208,FTR,,,3541208,1,1
2007003,1645337,MENTOR,IP-00497082,2/4/2019,2/19/2019,IN,1546,2019,1,I,3541458,FTR,,,3541458,1,1
2007003,1645337,MENTOR,IP-00490208,2/4/2019,2/12/2019,IN,1546,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00512981,12/12/2018,3/6/2019,IN,1546,2019,1,I,3508004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3508004BC,1,1
2007003,1645337,MENTOR,IP-00474871,1/28/2019,1/28/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00504272,1/1/2019,2/26/2019,IN,2993,2019,1,I,3504504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504504BC,1,1
2007003,1645337,MENTOR,IP-00534763,12/21/2018,3/20/2019,IN,2993,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00474954,12/21/2018,1/28/2019,IN,1546,2019,1,I,3506504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506504BC,1,1
2007003,1645337,MENTOR,IP-00498164,2/18/2019,2/20/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00536566,1/9/2019,2/8/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00500795,2/12/2019,2/21/2019,IN,1546,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00476657,1/12/2019,1/30/2019,IN,2993,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00483092,2/5/2019,2/5/2019,IN,1546,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00454338,1/7/2019,1/7/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00511548,2/28/2019,3/5/2019,IN,1546,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00494227,1/23/2019,2/15/2019,IN,2993,2019,1,I,3503254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503254BC,1,1
2007003,1645337,MENTOR,IP-00476355,1/28/2019,1/29/2019,IN,2993,2019,1,I,3505375BC,FTR,,,3505375BC,1,1
2007003,1645337,MENTOR,IP-00451735,12/27/2018,1/3/2019,IN,1546,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00525485,12/6/2018,3/18/2019,IN,2993,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00486199,NI,2/7/2019,IN,1546,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00451645,1/3/2018,1/3/2019,IN,2993,2019,1,I,3504254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504254BC,1,1
2007003,1645337,MENTOR,IP-00476079,10/1/2018,1/29/2019,IN,2993,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00460755,1/14/2019,1/14/2019,IN,1546,2019,1,I,3504754BC,FTR,,,3504754BC,1,1
2007003,1645337,MENTOR,IP-00484282,11/1/2018,2/6/2019,IN,1546,2019,1,I,3504254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504254BC,1,1
2007003,1645337,MENTOR,IP-00474942,5/10/2018,1/28/2019,IN,1546,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00494411,2/15/2019,2/15/2019,IN,1546,2019,1,I,3502251BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502251BC,1,1
2007003,1645337,MENTOR,IP-00509140,3/1/2019,3/1/2019,IN,1546,2019,1,I,3507001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3507001BC,1,1
2007003,1645337,MENTOR,IP-00451731,12/27/2018,1/3/2019,IN,1546,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00484731,2/6/2019,2/6/2019,IN,1546,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00466312,1/15/2019,1/18/2019,IN,1546,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00529924,2/18/2019,2/20/2019,IN,1546,2019,1,I,3505650BC,FTR,,,3505650BC,1,1
2007003,1645337,MENTOR,IP-00513087,1/8/2019,3/6/2019,IN,1546,2019,1,I,3506504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506504BC,1,1
2007003,1645337,MENTOR,IP-00483228,11/20/2018,1/15/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00503056,8/26/2016,2/25/2019,IN,1546,2019,1,I,3504751BC,FTR,,,3504751BC,1,1
2007003,1645337,MENTOR,IP-00452878,8/26/2016,1/4/2019,IN,2993,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00480469,4/5/2018,2/1/2019,IN,2993,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00483377,1/31/2019,2/5/2019,IN,1546,2019,1,I,3507325BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Profile,,3507325BC,1,1
2007003,1645337,MENTOR,IP-00483380,1/31/2019,2/5/2019,IN,2993,2019,1,I,3507325BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Profile,,3507325BC,1,1
2007003,1645337,MENTOR,IP-00516312,3/1/2019,3/1/2019,IN,1546,2019,1,I,3507001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3507001BC,1,1
2007003,1645337,MENTOR,IP-00496998,2/8/2019,2/19/2019,IN,2993,2019,1,I,3507001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3507001BC,1,1
2007003,1645337,MENTOR,IP-00484566,1/1/2016,2/6/2019,IN,1546,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00507437,6/1/2018,2/20/2019,IN,2993,2019,1,I,3507445MC,FTR,,,3507445MC,1,1
2007003,1645337,MENTOR,IP-00458225,1/3/2019,1/10/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00452892,11/19/2018,1/4/2019,IN,2993,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00483014,1/1/2019,2/5/2019,IN,2993,2019,1,I,3507504BC,FTR,,,3507504BC,1,1
2007003,1645337,MENTOR,IP-00452003,12/18/2018,1/3/2019,IN,1546,2019,1,I,3505751BC,FTR,,,3505751BC,1,1
2007003,1645337,MENTOR,IP-00495449,2/18/2019,2/18/2019,IN,1546,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00481148,NI,2/2/2019,IN,2993,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00481154,NI,2/2/2019,IN,2993,2019,1,I,3502754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3502754BC,1,1
2007003,1645337,MENTOR,IP-00504534,11/15/2018,2/2/2019,IN,2993,2019,1,I,3504504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504504BC,1,1
2007003,1645337,MENTOR,IP-00481511,1/14/2019,2/4/2019,IN,1546,2019,1,I,3502501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502501BC,1,1
2007003,1645337,MENTOR,IP-00456478,12/28/2018,1/9/2019,IN,1546,2019,1,I,3505480BC,FTR,,,3505480BC,1,1
2007003,1645337,MENTOR,IP-00480237,1/24/2018,2/1/2019,IN,2993,2019,1,I,3340902,FTR,,,3340902,1,1
2007003,1645337,MENTOR,IP-00480241,1/24/2018,2/1/2019,IN,2993,2019,1,I,3340902,FTR,,,3340902,1,1
2007003,1645337,MENTOR,IP-00534376,8/1/2017,3/26/2019,IN,1546,2019,1,I,3506504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506504BC,1,1
2007003,1645337,MENTOR,IP-00494465,4/1/2018,1/2/2019,IN,4003,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00480595,2/1/2019,2/1/2019,IN,1546,2019,1,I,3503751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503751BC,1,1
2007003,1645337,MENTOR,IP-00452887,12/27/2018,1/4/2019,IN,2993,2019,1,I,3503004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503004BC,1,1
2007003,1645337,MENTOR,IP-00479074,1/31/2019,1/31/2019,IN,1546,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00471827,12/28/2018,1/24/2019,IN,1546,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00479093,1/28/2019,1/31/2019,IN,1546,2019,1,I,3503004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503004BC,1,1
2007003,1645337,MENTOR,IP-00463392,11/16/2018,1/16/2019,IN,1546,2019,1,I,3505001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3505001BC,1,1
2007003,1645337,MENTOR,IP-00520481,3/12/2019,3/13/2019,IN,1546,2019,1,I,3503254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503254BC,1,1
2007003,1645337,MENTOR,IP-00534373,8/1/2017,3/26/2019,IN,1546,2019,1,I,3506504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506504BC,1,1
2007003,1645337,MENTOR,IP-00369922,9/21/2018,10/5/2018,IN,1170,2019,1,I,334-1409G,FTR,,,334-1409G,1,1
2007003,1645337,MENTOR,IP-00498192,2/4/2019,2/20/2019,IN,2993,2019,1,I,3505501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3505501BC,1,1
2007003,1645337,MENTOR,IP-00455582,11/1/2018,1/8/2019,IN,1546,2019,1,I,3341202,FTR,,,3341202,1,1
2007003,1645337,MENTOR,IP-00475199,12/21/2018,1/29/2019,IN,1546,2019,1,I,3543251,FTR,Siltex Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3543251,1,1
2007003,1645337,MENTOR,IP-00486986,1/8/2019,2/8/2019,IN,2993,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00476204,8/1/2018,1/29/2019,IN,2993,2019,1,I,3544251,FTR,,,3544251,1,1
2007003,1645337,MENTOR,IP-00476207,8/1/2018,1/29/2019,IN,2993,2019,1,I,3544251,FTR,,,3544251,1,1
2007003,1645337,MENTOR,IP-00528428,1/22/2019,3/19/2019,IN,2993,2019,1,I,3507275MC,FTR,,,3507275MC,1,1
2007003,1645337,MENTOR,IP-00456777,12/1/2018,1/9/2019,IN,1546,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00506087,9/8/2017,1/29/2019,IN,2993,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00510036,3/1/2019,3/4/2019,IN,1546;4003,2019,1,I,3505800BC,FTR,,,3505800BC,1,1
2007003,1645337,MENTOR,IP-00513101,4/19/2018,3/6/2019,IN,2993,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00514385,2/28/2019,3/7/2019,IN,1546,2019,1,I,3543501,FTR,,,3543501,1,1
2007003,1645337,MENTOR,IP-00484689,2/6/2019,2/6/2019,IN,1546,2019,1,I,3504501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504501BC,1,1
2007003,1645337,MENTOR,IP-00488643,1/2/2019,2/11/2019,IN,1546,2019,1,I,3505350BC,FTR,,,3505350BC,1,1
2007003,1645337,MENTOR,IP-00478997,11/15/2018,1/31/2019,IN,1546,2019,1,I,3504504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504504BC,1,1
2007003,1645337,MENTOR,IP-00450639,4/1/2018,1/2/2019,IN,2993,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00514703,3/5/2019,3/7/2019,IN,2993,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00503096,2/22/2019,2/25/2019,IN,2993,2019,1,I,3505320BC,FTR,,,3505320BC,1,1
2007003,1645337,MENTOR,IP-00466965,12/1/2017,1/8/2019,IN,2993,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00511833,3/4/2019,3/5/2019,IN,2993,2019,1,I,3506001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3506001BC,1,1
2007003,1645337,MENTOR,IP-00468783,12/5/2018,1/22/2019,IN,2993,2019,1,I,3506001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3506001BC,1,1
2007003,1645337,MENTOR,IP-00471697,1/1/2019,1/24/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00471807,1/24/2019,1/24/2019,IN,1546,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00470417,9/21/2018,1/23/2019,IN,2993,2019,1,I,3506501BC,FTR,,,3506501BC,1,1
2007003,1645337,MENTOR,IP-00503093,2/22/2019,2/25/2019,IN,1546,2019,1,I,3505320BC,FTR,,,3505320BC,1,1
2007003,1645337,MENTOR,IP-00494472,2/1/2017,2/12/2019,IN,2993,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00470212,1/23/2019,1/23/2019,IN,1546,2019,1,I,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,1,1
2007003,1645337,MENTOR,IP-00500283,7/5/2017,7/6/2017,IN,1546,2019,1,I,3506004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3506004BC,1,1
2007003,1645337,MENTOR,IP-00477561,1/28/2019,1/30/2019,IN,2993,2019,1,I,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,1,1
2007003,1645337,MENTOR,IP-00481967,9/14/2018,2/4/2019,IN,2993,2019,1,I,3503254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503254BC,1,1
2007003,1645337,MENTOR,IP-00467843,12/7/2018,1/22/2019,IN,1546,2019,1,I,3505251BC,FTR,,,3505251BC,1,1
2007003,1645337,MENTOR,IP-00537944,3/26/2019,3/27/2019,IN,1546,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00477782,1/3/2019,1/30/2019,IN,2993,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00515803,3/5/2019,3/8/2019,IN,1546,2019,1,I,3503751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503751BC,1,1
2007003,1645337,MENTOR,IP-00466370,10/12/2016,1/18/2019,IN,2993,2019,1,I,3503751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503751BC,1,1
2007003,1645337,MENTOR,IP-00467645,12/17/2018,1/21/2019,IN,2993,2019,1,I,3503004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503004BC,1,1
2007003,1645337,MENTOR,IP-00454140,12/26/2018,1/7/2019,IN,2993,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00503019,2/25/2019,2/25/2019,IN,2993,2019,1,I,3341055,FTR,,,3341055,1,1
2007003,1645337,MENTOR,IP-00466243,1/15/2019,1/18/2019,IN,1546,2019,1,I,3503251BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503251BC,1,1
2007003,1645337,MENTOR,IP-00451960,1/3/2018,1/3/2019,IN,2993,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00455376,12/1/2017,1/8/2019,IN,2993,2019,1,I,3502501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502501BC,1,1
2007003,1645337,MENTOR,IP-00457949,11/16/2018,1/11/2019,IN,2993,2019,1,I,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,1,1
2007003,1645337,MENTOR,IP-00491278,1/1/2017,2/12/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00482866,1/28/2019,1/28/2019,IN,2993,2019,1,I,3503251BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503251BC,1,1
2007003,1645337,MENTOR,IP-00519342,7/6/2018,3/12/2019,IN,2993,2019,1,I,3507340MC,FTR,,,3507340MC,1,1
2007003,1645337,MENTOR,IP-00499871,11/13/2018,2/21/2019,IN,1546,2019,1,I,3502501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502501BC,1,1
2007003,1645337,MENTOR,IP-00502942,12/20/2018,2/25/2019,IN,2993,2019,1,I,3507405MC,FTR,,,3507405MC,1,1
2007003,1645337,MENTOR,IP-00508719,2/27/2019,3/1/2019,IN,1546,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00465141,11/26/2018,1/17/2019,IN,1546,2019,1,I,3507004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3507004BC,1,1
2007003,1645337,MENTOR,IP-00472057,5/10/2018,1/18/2019,IN,2993,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00474961,1/28/2019,1/28/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00504278,2/26/2019,2/26/2019,IN,2993,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00484359,12/3/2018,2/6/2019,IN,2993,2019,1,I,3541208,FTR,,,3541208,1,1
2007003,1645337,MENTOR,IP-00457273,1/9/2019,1/10/2019,M,1546,2019,1,I,3502254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3502254BC,1,1
2007003,1645337,MENTOR,IP-00489594,1/1/2017,2/12/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00505979,11/19/2018,1/16/2019,IN,1546,2019,1,I,3502751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3502751BC,1,1
2007003,1645337,MENTOR,IP-00528433,1/22/2019,3/19/2019,IN,2993,2019,1,I,3507275MC,FTR,,,3507275MC,1,1
2007003,1645337,MENTOR,IP-00472008,10/4/2018,1/24/2019,IN,2993,2019,1,I,3504251BC,FTR,,,3504251BC,1,1
2007003,1645337,MENTOR,IP-00500298,7/12/2018,2/21/2019,IN,1546,2019,1,I,3503251BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503251BC,1,1
2007003,1645337,MENTOR,IP-00459402,4/2/2018,1/11/2019,IN,2993,2019,1,I,3542751,FTR,Siltex Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3542751,1,1
2007003,1645337,MENTOR,IP-00459740,NI,1/11/2019,IN,2993,2019,1,I,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,1,1
2007003,1645337,MENTOR,IP-00457946,11/1/2018,1/11/2019,IN,2993,2019,1,I,3503754BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503754BC,1,1
2007003,1645337,MENTOR,IP-00460418,12/28/2018,1/14/2019,IN,1546,2019,1,I,3505800BC,FTR,,,3505800BC,1,1
2007003,1645337,MENTOR,IP-00477564,1/28/2019,1/30/2019,IN,2993,2019,1,I,3503001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503001BC,1,1
2007003,1645337,MENTOR,IP-00495289,2/5/2019,2/18/2019,IN,1546,2019,1,I,3503251BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503251BC,1,1
2007003,1645337,MENTOR,IP-00507449,9/1/2018,2/28/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00510553,2/19/2018,2/22/2019,IN,2993,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00463479,1/14/2019,1/16/2019,IN,1546,2019,1,I,3507275MC,FTR,,,3507275MC,1,1
2007003,1645337,MENTOR,IP-00528425,8/14/2018,3/20/2019,IN,2993,2019,1,I,3503501BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503501BC,1,1
2007003,1645337,MENTOR,IP-00459242,7/3/2018,1/11/2019,IN,2993,2019,1,I,3504251BC,FTR,,,3504251BC,1,1
2007003,1645337,MENTOR,IP-00471956,1/22/2019,1/24/2019,IN,1546,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
2007003,1645337,MENTOR,IP-00513104,4/19/2018,3/6/2019,IN,2993,2019,1,I,3503504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503504BC,1,1
2007003,1645337,MENTOR,IP-00482042,12/19/2018,2/4/2019,IN,2993,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00485613,2/6/2019,2/7/2019,IN,2993,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00457905,3/1/2018,1/11/2019,IN,2993,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00477796,11/2/2018,1/30/2019,IN,2993,2019,1,I,3504504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504504BC,1,1
2007003,1645337,MENTOR,IP-00460388,11/27/2018,1/14/2019,IN,2993,2019,1,I,3505004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505004BC,1,1
2007003,1645337,MENTOR,IP-00519488,3/12/2019,3/12/2019,IN,1546,2019,1,I,3503751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503751BC,1,1
2007003,1645337,MENTOR,IP-00503126,1/21/2019,2/25/2019,IN,2993,2019,1,I,3503254BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3503254BC,1,1
2007003,1645337,MENTOR,IP-00519486,3/12/2019,3/12/2019,IN,1546,2019,1,I,3503751BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3503751BC,1,1
2007003,1645337,MENTOR,IP-00455525,1/8/2017,1/8/2019,IN,1546,2019,1,I,3505455BC,FTR,,,3505455BC,1,1
2007003,1645337,MENTOR,IP-00480560,1/31/2019,2/1/2019,IN,2993,2019,1,I,3504004BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3504004BC,1,1
2007003,1645337,MENTOR,IP-00517683,3/11/2019,3/11/2019,IN,1546,2019,1,I,3505504BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round High Profile,,3505504BC,1,1
2007003,1645337,MENTOR,IP-00501248,12/7/2018,2/22/2019,IN,2993,2019,1,I,3504001BC,FTR,Smooth Low Bleed Gel Filled Mammary - Round Moderate Plus Profile,,3504001BC,1,1
